trans_date_trans_time,category,amt,state,city,gender,job,merchant,is_fraud
2019-06-30 07:32:06,misc_net,113.44,NY,Margaretville,M,Environmental health practitioner,fraud_Kris-Weimann,0
2019-11-12 00:22:26,shopping_pos,134.81,MS,Mayersville,M,Technical brewer,"fraud_Schuppe, Nolan and Hoeger",0
2019-04-22 20:15:25,entertainment,38.54,FL,Umatilla,F,Private music teacher,fraud_Stark-Batz,0
2019-11-17 11:16:14,gas_transport,71.6,CO,Meredith,F,Public relations account executive,fraud_Kling Inc,0
2020-04-21 23:57:59,kids_pets,60.74,IA,Des Moines,F,Wellsite geologist,"fraud_Lowe, Dietrich and Erdman",0
2019-09-09 02:36:06,gas_transport,59.42,UT,Altonah,F,"Sales professional, IT",fraud_Parisian and Sons,0
2019-06-15 01:06:24,grocery_pos,288.41,CA,San Jose,F,Geoscientist,fraud_Bogisich Inc,1
2020-04-10 18:05:37,home,6.87,NE,Hooper,F,"Engineer, automotive",fraud_Wuckert-Goldner,0
2020-04-28 12:20:23,home,9.88,OK,Mountain Park,F,Research scientist (life sciences),fraud_Ernser-Feest,0
2019-12-05 15:30:45,entertainment,7.78,AR,Enola,F,"Physicist, medical","fraud_Larkin, Stracke and Greenfelder",0
2020-03-02 03:48:25,gas_transport,49.57,IL,Cisco,F,Landscape architect,"fraud_Christiansen, Goyette and Schamberger",0
2019-10-11 18:11:05,health_fitness,75.46,MN,Collegeville,M,Farm manager,fraud_Torphy-Kertzmann,0
2019-01-27 16:06:38,entertainment,3.65,PA,Rockwood,M,General practice doctor,fraud_Schuppe LLC,0
2019-03-23 16:21:50,home,84.05,MS,Mayersville,M,Technical brewer,fraud_Gaylord-Powlowski,0
2019-11-24 22:43:37,shopping_net,8.57,NM,Espanola,M,Historic buildings inspector/conservation officer,fraud_Kozey-Boehm,0
2020-05-06 18:23:16,kids_pets,40.98,NH,Jaffrey,F,"Surveyor, hydrographic",fraud_Schimmel-Olson,0
2019-01-21 21:00:14,kids_pets,7.69,AR,Cord,M,"Designer, ceramics/pottery","fraud_Hauck, Dietrich and Funk",0
2019-05-31 00:00:02,grocery_pos,84.89,WY,Jelm,F,Public librarian,fraud_Vandervort-Funk,0
2019-10-16 01:56:01,shopping_net,103.51,KS,Easton,M,Air broker,"fraud_Kihn, Abernathy and Douglas",0
2020-01-19 09:29:13,gas_transport,61.85,OK,Thomas,F,Barrister,fraud_Friesen-Stamm,0
2020-03-03 19:43:36,shopping_net,14.43,NY,Lowville,F,Theme park manager,fraud_Rempel Inc,0
2019-09-15 19:41:43,home,74.06,NJ,Elizabeth,M,Operational researcher,fraud_Ernser-Feest,0
2019-01-11 17:22:20,misc_net,5.34,WA,Orient,F,Special educational needs teacher,"fraud_Stehr, Jewess and Schimmel",0
2019-12-14 23:08:31,entertainment,68.19,OH,Zaleski,M,Accounting technician,fraud_Bins-Tillman,0
2019-08-07 13:41:06,grocery_pos,127.42,NY,Brooklyn,F,Medical sales representative,fraud_Kiehn Inc,0
2019-06-27 15:05:48,personal_care,7.89,NY,East Rochester,M,Retail buyer,"fraud_Medhurst, Cartwright and Ebert",0
2020-01-09 00:33:10,grocery_pos,109.47,OK,Burbank,M,Sub,fraud_Murray-Smitham,0
2020-06-06 04:52:19,grocery_pos,73.32,VA,Drakes Branch,F,Energy engineer,fraud_Bauch-Raynor,0
2019-05-29 11:14:19,gas_transport,77.98,CA,Smith River,F,Web designer,fraud_Bins-Rice,0
2020-04-09 06:12:02,grocery_net,82.22,TX,San Antonio,M,Exhibition designer,"fraud_Swift, Bradtke and Marquardt",0
2019-05-03 21:36:41,travel,9.6,NY,Belfast,M,Mechanical engineer,"fraud_Hartmann, Rowe and Hermann",0
2019-05-01 22:27:48,shopping_net,1.79,ND,Reynolds,F,Visual merchandiser,fraud_Bashirian Group,0
2019-07-25 13:25:37,health_fitness,31.74,PA,Beaver Falls,F,Podiatrist,"fraud_Hintz, Bauch and Smith",0
2020-03-04 05:05:07,gas_transport,63.39,LA,Denham Springs,M,Herbalist,"fraud_Tillman, Dickinson and Labadie",0
2019-08-21 19:27:17,food_dining,45.09,FL,Fort Myers,F,Paramedic,fraud_Bahringer-Streich,0
2019-03-09 18:38:21,shopping_net,7.07,KS,Wichita,M,Heritage manager,fraud_Fisher Inc,0
2020-06-06 16:20:35,entertainment,1.18,SC,Arcadia,F,Animal technologist,"fraud_Schaefer, Fay and Hilll",0
2019-04-28 22:47:10,misc_pos,3.58,GA,Alpharetta,F,Prison officer,fraud_Hermann-Gaylord,0
2019-08-11 00:58:44,misc_net,9.26,IL,Mulberry Grove,F,Race relations officer,fraud_Miller-Harris,0
2019-12-23 23:07:36,health_fitness,54.17,CA,Santa Monica,F,"Civil engineer, contracting","fraud_Conroy, Balistreri and Gorczany",0
2019-07-22 13:10:16,food_dining,66.45,TX,Quanah,M,"Librarian, public",fraud_Zboncak LLC,0
2019-04-20 20:42:30,food_dining,176.86,PA,Cressona,F,Ecologist,fraud_Bahringer-Streich,0
2020-04-05 22:46:26,entertainment,79.44,AZ,Superior,F,Petroleum engineer,fraud_Reichel Inc,0
2020-04-10 14:25:36,kids_pets,41.36,TX,Ratcliff,F,"Engineer, production",fraud_Waelchi-Wolf,0
2019-12-31 14:49:02,travel,8.04,PA,Lawn,F,Special educational needs teacher,fraud_Tromp Group,0
2020-03-13 09:09:58,misc_net,183.99,TX,Zavalla,M,"Designer, jewellery",fraud_Kerluke Inc,0
2019-05-10 22:47:39,health_fitness,11.92,FL,Clearwater,F,"Geneticist, molecular",fraud_Thompson-Gleason,0
2019-12-02 22:16:24,home,30.09,CA,Glendale,M,Advertising account planner,"fraud_O'Connell, Botsford and Hand",0
2019-11-24 13:22:00,entertainment,40.53,VA,Arlington,M,Mudlogger,fraud_Morissette LLC,0
2020-04-23 22:22:13,kids_pets,48.85,FL,Lakeland,F,Clothing/textile technologist,fraud_Berge-Hills,0
2019-12-31 08:51:44,gas_transport,61.14,PA,Allentown,F,"Scientist, research (maths)",fraud_Parisian and Sons,0
2020-05-22 11:15:09,grocery_pos,119.88,MD,Corriganville,M,Energy engineer,fraud_Bogisich Inc,0
2019-09-03 01:11:33,misc_pos,37.46,IL,New Boston,M,Manufacturing engineer,fraud_Towne LLC,0
2019-02-15 06:10:51,grocery_pos,154.7,LA,Fordoche,F,Community education officer,"fraud_Mosciski, Gislason and Mertz",0
2020-04-13 23:55:22,home,7.0,ME,West Bethel,M,Chief Operating Officer,fraud_Champlin-Casper,0
2019-06-15 10:02:45,grocery_pos,39.27,KS,Topeka,F,Secondary school teacher,fraud_Cartwright-Harris,0
2019-03-12 22:42:03,personal_care,14.8,WA,Conway,F,"Research officer, political party",fraud_Monahan-Morar,0
2019-08-30 20:50:10,travel,8.42,UT,Thompson,F,"Surveyor, minerals",fraud_Kris-Kertzmann,0
2019-02-15 08:31:20,grocery_net,42.21,VA,Arlington,M,Mudlogger,"fraud_Rutherford, Homenick and Bergstrom",0
2019-08-03 00:51:16,gas_transport,53.53,CA,San Jose,F,Science writer,"fraud_Christiansen, Goyette and Schamberger",0
2019-10-17 17:55:26,kids_pets,22.91,MI,Lakeview,M,Emergency planning/management officer,fraud_Bednar PLC,0
2020-02-17 21:56:24,travel,9.98,ND,Wilton,F,"Designer, ceramics/pottery","fraud_Larson, Quitzon and Spencer",0
2019-12-27 05:02:31,grocery_pos,84.39,GA,Milner,M,Field seismologist,fraud_Stracke-Lemke,0
2019-08-17 20:49:53,shopping_net,29.1,ID,Meridian,F,Intelligence analyst,fraud_Kassulke PLC,0
2020-06-05 06:35:38,gas_transport,58.98,MD,Chester,M,Paediatric nurse,fraud_Cummings LLC,0
2019-07-13 20:07:22,entertainment,49.63,ME,Bowdoin,M,"Engineer, electronics",fraud_Larson-Moen,0
2019-12-13 19:53:08,shopping_pos,3.45,TX,Sachse,M,Site engineer,"fraud_Baumbach, Strosin and Nicolas",0
2019-09-16 19:17:48,entertainment,62.96,LA,Egan,M,Broadcast presenter,fraud_Dibbert and Sons,0
2019-08-12 15:18:13,shopping_pos,3.69,NY,Northport,M,Tour manager,fraud_Pfeffer and Sons,0
2019-10-03 17:39:29,travel,25.67,TX,Leonard,F,Sub,"fraud_Ritchie, Bradtke and Stiedemann",0
2019-12-11 17:06:23,misc_pos,3.18,IL,Mulberry Grove,F,Race relations officer,fraud_Dickinson-Rempel,0
2019-07-29 05:55:49,misc_net,25.62,MA,Shrewsbury,M,English as a second language teacher,fraud_Jaskolski-Vandervort,0
2019-09-29 05:10:21,misc_pos,92.29,AL,Brantley,F,Exercise physiologist,"fraud_Yost, Block and Koepp",0
2020-02-07 11:08:03,grocery_pos,114.26,AR,Haynes,F,"Programmer, applications",fraud_Cartwright-Harris,0
2019-02-12 20:57:54,home,9.89,PA,Mc Veytown,M,Nutritional therapist,fraud_Streich Ltd,0
2019-11-14 00:04:59,grocery_pos,195.36,NC,Creedmoor,F,Chief Strategy Officer,fraud_Koepp-Parker,0
2020-02-06 20:22:49,home,22.19,MI,Muskegon,M,Historic buildings inspector/conservation officer,fraud_Beier and Sons,0
2019-01-08 09:27:25,shopping_pos,2.31,WI,Wittenberg,M,Senior tax professional/tax inspector,"fraud_Bernhard, Grant and Langworth",0
2019-09-09 13:38:12,entertainment,24.23,FL,Saint Petersburg,M,"Engineer, land",fraud_Larson-Moen,0
2019-09-05 19:44:51,home,59.33,TX,Humble,M,Tax adviser,fraud_Botsford PLC,0
2020-06-20 09:50:35,grocery_pos,87.94,MA,Shrewsbury,M,English as a second language teacher,fraud_Cartwright-Harris,0
2019-07-15 15:22:02,home,6.5,FL,Loxahatchee,F,Paramedic,fraud_Skiles LLC,0
2020-06-07 21:37:38,home,113.8,OH,Amsterdam,M,Mental health nurse,fraud_Jakubowski Inc,0
2019-12-11 09:40:52,shopping_pos,233.27,MA,Ashfield,M,"Production assistant, radio",fraud_Stoltenberg-Beatty,0
2019-08-21 06:56:48,shopping_pos,6.76,CA,Santa Monica,F,"Civil engineer, contracting","fraud_Okuneva, Schneider and Rau",0
2019-01-02 17:00:18,shopping_pos,5.67,WV,Thomas,F,Forensic psychologist,"fraud_Douglas, Schneider and Turner",0
2019-07-10 03:45:18,misc_pos,275.05,FL,Clearwater,F,"Geneticist, molecular",fraud_Balistreri-Nader,0
2019-09-01 19:22:50,health_fitness,50.85,NE,North Loup,F,"Nurse, children's","fraud_Mueller, Gerhold and Mueller",0
2019-10-03 08:10:51,gas_transport,67.44,OR,Powell Butte,F,Local government officer,fraud_Cummerata-Jones,0
2019-06-11 07:57:47,shopping_net,2.81,NJ,Greenwich,M,Insurance risk surveyor,"fraud_Labadie, Treutel and Bode",0
2019-12-02 16:58:04,entertainment,93.75,IN,Kingsford Heights,F,"Psychologist, forensic",fraud_Cruickshank-Mills,0
2019-06-21 16:43:26,personal_care,61.27,MA,Paxton,F,Accounting technician,fraud_Auer LLC,0
2020-04-20 08:16:51,misc_pos,691.2,OK,Tulsa,F,Bookseller,fraud_Dickinson-Rempel,0
2019-12-02 09:44:12,misc_pos,6.99,OH,Mount Perry,M,Barrister's clerk,fraud_Wiza LLC,0
2019-11-20 13:49:59,home,12.65,SC,Brunson,F,Social researcher,fraud_Padberg-Sauer,0
2019-04-07 12:59:53,food_dining,23.77,AZ,Superior,F,Petroleum engineer,fraud_Ernser-Lynch,0
2020-05-18 20:11:55,home,50.97,IA,Clutier,M,"Embryologist, clinical",fraud_Champlin and Sons,0
2020-03-28 12:55:29,shopping_net,5.63,ID,Meridian,F,Intelligence analyst,fraud_Kerluke-Abshire,0
2019-02-13 00:19:20,gas_transport,83.5,VA,Springfield,M,Production engineer,fraud_Schmitt Inc,0
2019-12-07 18:00:43,misc_pos,6.56,MN,Georgetown,F,"Research officer, trade union",fraud_Reynolds-Schinner,0
2020-06-16 04:31:07,grocery_pos,110.9,MI,Mount Clemens,F,"Psychologist, sport and exercise",fraud_O'Keefe-Hudson,0
2019-12-06 13:00:50,food_dining,9.03,MT,Heart Butte,F,Water engineer,"fraud_Lesch, D'Amore and Brown",0
2020-06-06 19:36:38,shopping_net,2.78,AR,Smackover,M,Financial adviser,"fraud_Kuhic, Bins and Pfeffer",0
2019-10-07 18:10:48,kids_pets,167.73,NY,Springfield Gardens,M,Production manager,fraud_Schoen-Quigley,0
2019-10-27 18:28:17,misc_pos,1.36,OH,Lima,M,"Copywriter, advertising",fraud_Eichmann-Russel,0
2019-08-30 12:01:43,shopping_pos,4.8,OH,Hinckley,F,Medical sales representative,fraud_Hermann and Sons,0
2019-05-10 17:05:27,food_dining,6.52,PA,Mill Creek,F,Archaeologist,fraud_Ernser-Lynch,0
2019-12-09 06:20:09,food_dining,85.66,PA,Glen Rock,F,Insurance claims handler,"fraud_Graham, Hegmann and Hammes",0
2019-08-19 05:33:12,shopping_pos,3.66,KY,Cranks,F,"Psychologist, counselling","fraud_Swaniawski, Lowe and Robel",0
2020-03-22 15:53:13,kids_pets,98.13,NC,Bailey,F,Call centre manager,fraud_Gottlieb Group,0
2020-05-12 11:21:05,gas_transport,48.76,SD,Hurley,F,Neurosurgeon,fraud_Kuvalis Ltd,0
2019-12-29 02:36:55,gas_transport,46.28,IN,Harrodsburg,M,Social researcher,"fraud_Eichmann, Bogan and Rodriguez",0
2019-12-15 18:40:09,home,43.6,FL,Vero Beach,F,"Librarian, public",fraud_White and Sons,0
2019-09-29 19:37:47,food_dining,1.76,MN,Stanchfield,F,"Lecturer, further education","fraud_Langosh, Wintheiser and Hyatt",0
2019-01-28 17:42:40,food_dining,10.6,KY,River,F,Quarry manager,fraud_O'Hara-Wilderman,0
2019-02-02 13:47:50,food_dining,62.85,NY,Cottekill,F,Comptroller,"fraud_Hermiston, Russel and Price",0
2020-05-27 23:49:09,entertainment,2.9,ME,Bowdoin,M,"Engineer, electronics",fraud_Grimes LLC,0
2019-07-22 15:21:56,health_fitness,127.4,OH,Ironton,M,Geochemist,fraud_Dietrich-Fadel,0
2019-07-29 12:36:16,shopping_net,297.94,NJ,Plainfield,F,Leisure centre manager,fraud_Predovic Inc,0
2019-01-10 08:26:51,gas_transport,77.35,AL,Phil Campbell,F,"Engineer, aeronautical",fraud_Bernhard Inc,0
2020-04-14 07:06:04,gas_transport,72.56,CA,Azusa,F,Civil Service fast streamer,fraud_Sporer Inc,0
2019-09-05 01:09:23,gas_transport,52.81,KS,Topeka,F,Secondary school teacher,fraud_Bernhard Inc,0
2019-12-24 17:27:14,shopping_net,184.75,TX,Leonard,F,Sub,fraud_Lemke-Gutmann,0
2019-01-29 21:30:34,home,18.12,TN,Slayden,F,Prison officer,fraud_Botsford PLC,0
2019-11-11 15:04:42,home,22.65,MS,Sturgis,F,Medical physicist,fraud_O'Connell-Ullrich,0
2019-12-29 13:33:14,entertainment,23.71,TN,Kingsport,F,Warden/ranger,fraud_Abbott-Rogahn,0
2019-11-09 12:38:12,misc_pos,57.51,CA,Sacramento,M,Magazine features editor,fraud_Boyer PLC,0
2020-05-25 15:10:32,personal_care,41.11,FL,Bonita Springs,F,Claims inspector/assessor,fraud_Bins-Howell,0
2019-10-19 20:59:57,shopping_pos,4.94,FL,Saint James City,M,Sport and exercise psychologist,fraud_Dooley Inc,0
2019-12-22 13:05:46,kids_pets,49.77,NY,Saint Bonaventure,M,Toxicologist,"fraud_Hauck, Dietrich and Funk",0
2020-04-30 21:51:12,kids_pets,49.76,MN,Orr,M,Horticultural therapist,fraud_Breitenberg-Hermiston,0
2020-03-28 23:07:30,health_fitness,73.79,WY,Fort Washakie,M,Freight forwarder,"fraud_Torp, Muller and Borer",0
2019-04-14 15:01:28,home,76.07,IA,Des Moines,F,Wellsite geologist,"fraud_Windler, Goodwin and Kovacek",0
2020-06-01 09:48:05,misc_pos,106.32,NC,Wilmington,F,English as a second language teacher,fraud_McDermott-Rice,0
2019-01-13 07:59:14,misc_net,224.41,FL,Lakeland,F,Clothing/textile technologist,fraud_Volkman Ltd,0
2019-08-30 22:50:09,kids_pets,38.51,MO,Syracuse,M,"Radiographer, diagnostic",fraud_Rau-Robel,0
2019-03-17 21:23:51,shopping_pos,2.04,NH,Conway,M,Surgeon,fraud_Pouros-Haag,0
2020-05-06 11:11:39,grocery_pos,236.58,TX,Pecos,F,"Merchandiser, retail",fraud_Deckow-O'Conner,0
2019-12-07 13:33:05,home,72.18,WI,Saxon,M,Television/film/video producer,fraud_Botsford PLC,0
2019-07-29 16:11:43,kids_pets,78.38,KY,Pewee Valley,M,Stage manager,fraud_Fahey Inc,0
2019-06-11 12:19:28,shopping_pos,189.53,NC,Wilmington,F,English as a second language teacher,fraud_Pacocha-Bauch,0
2019-02-04 06:14:05,gas_transport,83.63,AR,Thida,M,Careers information officer,fraud_Bartoletti-Wunsch,0
2019-10-30 05:19:29,shopping_pos,138.6,WI,Boyd,M,IT trainer,fraud_Pouros-Haag,0
2019-06-08 18:05:15,entertainment,153.93,WA,Vancouver,F,Teaching laboratory technician,"fraud_Nicolas, Hills and McGlynn",0
2019-01-30 20:50:25,personal_care,14.89,NY,Belfast,M,Mechanical engineer,fraud_Kozey-Kuhlman,0
2019-06-12 17:04:03,personal_care,20.34,GA,Whigham,F,"Editor, commissioning",fraud_Auer LLC,0
2020-06-02 05:39:05,gas_transport,76.2,NV,Ruth,M,Interpreter,fraud_Heller-Langosh,0
2019-02-11 07:45:15,misc_pos,192.43,NJ,Plainfield,F,Leisure centre manager,fraud_Buckridge PLC,0
2019-07-26 12:03:58,food_dining,5.54,PA,Uledi,F,Tree surgeon,"fraud_Turner, Ziemann and Lehner",0
2019-02-27 06:47:40,food_dining,92.49,WI,Waupaca,F,"Engineer, civil (contracting)",fraud_Kilback Group,0
2019-08-10 13:36:23,home,73.48,NY,Brooklyn,F,Medical sales representative,"fraud_Wuckert, Wintheiser and Friesen",0
2019-07-22 11:41:33,grocery_net,23.26,KS,Burrton,F,Gaffer,fraud_Runolfsson and Sons,0
2020-06-16 17:52:42,shopping_pos,4.89,TX,Cleveland,F,Building surveyor,fraud_Pouros-Haag,0
2020-04-07 08:15:06,misc_net,9.17,WA,Conway,F,"Research officer, political party",fraud_Kuhn LLC,0
2019-03-18 15:29:55,home,20.26,LA,Baton Rouge,F,"Designer, furniture",fraud_Botsford PLC,0
2019-12-24 03:52:41,gas_transport,59.98,UT,Altonah,F,"Sales professional, IT",fraud_Schmitt Inc,0
2019-04-24 04:39:53,grocery_pos,102.41,WI,Saxon,M,Television/film/video producer,"fraud_Moen, Reinger and Murphy",0
2020-05-02 12:30:55,shopping_pos,5.9,MI,Manistique,F,Trade mark attorney,"fraud_Daugherty, Pouros and Beahan",0
2019-05-13 09:53:51,gas_transport,50.35,PA,Keisterville,F,Systems developer,fraud_Huels-Nolan,0
2019-04-24 21:16:36,entertainment,64.88,OH,Mount Saint Joseph,M,Exhibition designer,fraud_Dare-Marvin,0
2019-07-26 13:25:19,misc_pos,5.45,NJ,Ogdensburg,F,Senior tax professional/tax inspector,fraud_Eichmann-Russel,0
2020-01-04 07:18:31,gas_transport,52.97,OK,Tulsa,F,Bookseller,"fraud_Jenkins, Hauck and Friesen",0
2019-12-25 18:29:33,home,66.88,WI,Hewitt,M,Arts development officer,fraud_Berge-Ullrich,0
2019-12-24 19:23:10,personal_care,4.08,VT,Hinesburg,F,Claims inspector/assessor,fraud_Dickinson Ltd,0
2020-02-27 05:06:08,entertainment,17.88,KS,Ozawkie,M,Theatre director,"fraud_Schroeder, Hauck and Treutel",0
2019-11-17 02:10:04,gas_transport,63.93,VA,Greenbush,M,Psychiatrist,"fraud_Streich, Hansen and Veum",0
2019-07-08 19:12:48,home,16.57,CA,Sacramento,M,Soil scientist,"fraud_O'Reilly, Mohr and Purdy",0
2019-01-04 03:29:33,shopping_net,85.47,PA,Bolivar,M,"Administrator, local government","fraud_Stanton, Jakubowski and Baumbach",0
2019-08-15 17:29:54,shopping_pos,2.07,CT,East Canaan,F,Comptroller,"fraud_Roob, Conn and Tremblay",0
2019-06-25 02:23:25,gas_transport,49.52,PA,Uledi,F,Tree surgeon,"fraud_Christiansen, Goyette and Schamberger",0
2019-07-21 11:29:09,gas_transport,58.39,TX,Altair,F,"Editor, film/video","fraud_Stroman, Hudson and Erdman",0
2019-12-25 20:43:46,health_fitness,19.63,PA,Chester Heights,M,Management consultant,fraud_Ratke and Sons,0
2019-03-01 21:17:00,shopping_pos,21.3,NC,Haw River,M,Paramedic,"fraud_Schuppe, Nolan and Hoeger",0
2019-08-27 22:59:33,home,266.28,AR,Bauxite,F,"Scientist, audiological","fraud_Moore, Williamson and Emmerich",1
2019-12-23 22:28:31,personal_care,29.56,MI,Detroit,M,Broadcast presenter,fraud_Shanahan-Lehner,0
2019-02-23 03:40:16,gas_transport,60.22,OH,Bowersville,F,Quantity surveyor,fraud_Parisian and Sons,0
2020-04-28 15:05:53,food_dining,91.9,OK,Lane,M,Quantity surveyor,fraud_Will Ltd,0
2019-10-28 12:49:49,personal_care,150.51,CA,San Diego,M,Chartered public finance accountant,fraud_Bins-Howell,0
2019-09-14 22:52:24,shopping_pos,3.58,VA,Glade Spring,M,Clinical psychologist,fraud_Pacocha-Bauch,0
2019-09-09 00:15:48,misc_net,8.51,FL,Key West,M,Town planner,fraud_Bogisich-Homenick,0
2019-09-17 18:24:19,misc_pos,148.77,MI,Goodrich,F,Learning disability nurse,fraud_Herzog Ltd,0
2020-05-18 15:13:06,personal_care,11.45,WI,Bagley,F,Risk analyst,"fraud_Schoen, Nienow and Bauch",0
2019-05-10 15:46:54,personal_care,229.71,PA,Grassflat,F,Pension scheme manager,fraud_Leffler-Goldner,0
2020-02-09 04:36:22,food_dining,25.24,FL,Lakeland,M,Plant breeder/geneticist,fraud_Deckow-Dare,0
2019-04-16 12:57:48,kids_pets,18.62,FL,Port Charlotte,M,Quantity surveyor,fraud_Bode-Schuster,1
2019-05-04 23:45:07,health_fitness,48.6,TX,Keller,M,Probation officer,fraud_Kub-Heaney,0
2019-01-11 12:32:37,home,110.77,NE,Fullerton,F,"Surveyor, mining",fraud_Jakubowski Inc,0
2019-12-21 18:57:20,health_fitness,11.98,MN,Emmons,M,Communications engineer,fraud_Adams-Barrows,0
2019-03-21 05:57:09,grocery_pos,126.12,MS,Duncan,F,Trading standards officer,fraud_Hackett-Lueilwitz,0
2020-05-29 13:41:19,shopping_net,16.5,OH,Bethel,F,Field trials officer,fraud_Price Inc,0
2019-11-26 18:07:10,shopping_net,5.08,NJ,Ogdensburg,F,Senior tax professional/tax inspector,fraud_Boyer PLC,0
2019-03-17 23:25:02,travel,434.56,MO,Williamsburg,M,Glass blower/designer,"fraud_Ritchie, Oberbrunner and Cremin",0
2020-04-04 21:46:15,personal_care,44.94,TX,Zavalla,M,"Designer, jewellery",fraud_Kozey-Kuhlman,0
2019-08-21 21:39:31,personal_care,18.19,MI,Arcadia,M,"Designer, jewellery",fraud_Osinski Inc,0
2019-06-04 20:10:20,food_dining,6.28,TX,Altair,F,"Editor, film/video","fraud_Armstrong, Walter and Gottlieb",0
2019-07-09 11:31:55,shopping_pos,5.76,NY,West Chazy,M,Engineering geologist,fraud_Torphy-Goyette,0
2020-04-09 16:19:42,kids_pets,52.11,CA,Lakeport,F,Podiatrist,fraud_Swift PLC,0
2019-07-07 20:28:53,home,59.99,PA,Rockwood,M,General practice doctor,fraud_Champlin and Sons,0
2020-01-16 22:14:36,misc_pos,2.02,NM,Ruidoso,F,Licensed conveyancer,fraud_Howe Ltd,0
2020-03-22 16:16:32,shopping_net,52.83,MN,Hills,F,Data scientist,fraud_Kozey-Boehm,0
2020-06-07 10:55:31,misc_net,2.2,PA,Pittsburgh,M,"Scientist, marine","fraud_Tillman, Fritsch and Schmitt",0
2019-07-26 10:27:53,gas_transport,28.77,PA,Clarks Mills,F,Energy manager,"fraud_Stroman, Hudson and Erdman",0
2019-06-16 13:42:08,personal_care,25.44,MT,Heart Butte,F,Water engineer,fraud_Osinski Inc,0
2019-08-15 15:18:17,kids_pets,41.39,WV,Winfield,M,Exhibition designer,fraud_Lubowitz-Walter,0
2020-04-27 09:30:32,grocery_net,32.74,MS,Moorhead,M,Chartered public finance accountant,fraud_Kemmer-Reinger,0
2019-08-18 18:36:55,entertainment,6.52,KY,Saint Francis,M,"Research officer, political party",fraud_Cruickshank-Mills,0
2019-12-27 11:43:58,misc_net,8.66,PA,Pittsburgh,M,"Scientist, marine","fraud_Lehner, Mosciski and King",0
2019-07-12 11:22:50,grocery_pos,223.72,NJ,Plainfield,F,Leisure centre manager,"fraud_Heller, Gutmann and Zieme",0
2019-03-18 12:48:15,home,74.24,KY,Maysville,F,Advertising account executive,"fraud_Moore, Williamson and Emmerich",0
2019-01-29 23:10:44,personal_care,89.45,FL,Sebring,F,Environmental consultant,fraud_Kozey-Kuhlman,0
2019-12-31 06:19:46,misc_pos,5.78,FL,Tampa,F,Waste management officer,fraud_Roberts-Beahan,0
2019-08-08 07:50:21,gas_transport,54.49,MN,Halstad,F,"Scientist, audiological","fraud_Raynor, Reinger and Hagenes",0
2019-04-07 13:10:14,home,14.66,CA,Oakland,M,Barista,fraud_Collier LLC,0
2019-01-01 10:30:25,grocery_net,66.45,FL,Saint James City,M,Sport and exercise psychologist,"fraud_Johnston, Nikolaus and Maggio",0
2019-12-12 19:19:18,kids_pets,95.47,NC,Summerfield,M,"Buyer, industrial",fraud_Hammes-Beatty,0
2019-10-14 06:00:53,misc_pos,4.73,FL,Sebring,F,Environmental consultant,fraud_Roberts-Beahan,0
2020-01-06 13:15:37,misc_pos,103.92,IN,Kingsford Heights,F,"Psychologist, forensic","fraud_Nienow, Ankunding and Collier",0
2019-06-25 20:21:33,travel,1.95,NC,Haw River,M,Paramedic,"fraud_Hartmann, Rowe and Hermann",0
2019-03-05 12:52:54,travel,548.42,OH,Zaleski,M,Accounting technician,fraud_Lynch-Mohr,0
2019-11-10 09:50:31,misc_net,19.7,AL,Phenix City,F,Chemical engineer,fraud_Zemlak Group,0
2020-06-10 19:33:46,shopping_net,71.83,CO,Littleton,F,Water engineer,"fraud_Reichert, Huels and Hoppe",0
2019-10-19 18:01:04,health_fitness,74.1,MD,Tuscarora,M,"Production assistant, television",fraud_Dare-Gibson,0
2019-11-29 00:56:45,misc_net,871.27,NE,Sutherland,F,Insurance broker,"fraud_Hayes, Marquardt and Dibbert",0
2019-08-03 16:19:15,shopping_pos,1.67,OK,Edmond,M,Media buyer,"fraud_Okuneva, Schneider and Rau",0
2020-03-16 14:20:53,entertainment,89.73,MO,Rocky Mount,F,Tax inspector,fraud_Thiel-Thiel,0
2019-05-02 10:41:55,misc_pos,6.61,HI,Honokaa,M,Physiotherapist,fraud_Dickinson Ltd,0
2019-07-11 07:10:44,shopping_net,87.33,ND,Christine,M,Television floor manager,fraud_Boyer-Reichert,0
2019-10-25 10:33:04,misc_pos,20.66,OH,Amanda,F,Farm manager,"fraud_Cremin, Hamill and Reichel",0
2019-12-14 23:19:37,food_dining,62.43,MI,Manistique,F,Trade mark attorney,fraud_Will Ltd,0
2020-04-24 09:44:52,grocery_pos,117.55,IL,Dieterich,M,"Psychologist, clinical",fraud_Rau and Sons,0
2019-06-24 17:50:15,food_dining,9.58,OH,Milford,F,Hospital doctor,"fraud_Bahringer, Osinski and Block",0
2019-06-26 15:06:22,personal_care,13.81,FL,Lanark Village,F,Television production assistant,"fraud_Berge, Kautzer and Harris",0
2019-08-19 20:05:15,misc_net,90.45,SC,Johns Island,M,Materials engineer,fraud_Ruecker Group,0
2020-04-22 22:02:01,health_fitness,2.65,NJ,Heislerville,F,Exercise physiologist,"fraud_Ledner, Hartmann and Feest",0
2019-12-16 16:44:14,shopping_pos,6.22,IL,Dongola,F,Scientific laboratory technician,fraud_Pouros-Haag,0
